date,World,Afghanistan,Albania,Algeria,Andorra,Angola,Antigua and Barbuda,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahamas,Bahrain,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bermuda,Bhutan,Bolivia,Bosnia and Herzegovina,Brazil,Brunei,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Cape Verde,Cayman Islands,Central African Republic,Chad,Chile,China,Colombia,Congo,Costa Rica,Cote d'Ivoire,Croatia,Cuba,Cyprus,Czech Republic,Democratic Republic of Congo,Denmark,Djibouti,Dominica,Dominican Republic,Ecuador,Egypt,El Salvador,Equatorial Guinea,Eritrea,Estonia,Ethiopia,Faeroe Islands,Fiji,Finland,France,French Polynesia,Gabon,Gambia,Georgia,Germany,Ghana,Gibraltar,Greece,Greenland,Grenada,Guam,Guatemala,Guernsey,Guinea,Guyana,Haiti,Honduras,Hungary,Iceland,India,Indonesia,International,Iran,Iraq,Ireland,Isle of Man,Israel,Italy,Jamaica,Japan,Jersey,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Laos,Latvia,Lebanon,Liberia,Libya,Liechtenstein,Lithuania,Luxembourg,Macedonia,Madagascar,Malaysia,Maldives,Malta,Mauritania,Mauritius,Mexico,Moldova,Monaco,Mongolia,Montenegro,Montserrat,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,Netherlands Antilles,New Caledonia,New Zealand,Nicaragua,Niger,Nigeria,Norway,Oman,Pakistan,Palestine,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russia,Rwanda,Saint Lucia,Saint Vincent and the Grenadines,San Marino,Saudi Arabia,Senegal,Serbia,Seychelles,Singapore,Slovakia,Slovenia,Somalia,South Africa,South Korea,Spain,Sri Lanka,Sudan,Suriname,Swaziland,Sweden,Switzerland,Syria,Taiwan,Tanzania,Thailand,Timor,Togo,Trinidad and Tobago,Tunisia,Turkey,Turks and Caicos Islands,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,United States Virgin Islands,Uruguay,Uzbekistan,Vatican,Venezuela,Vietnam,Zambia,Zimbabwe
1/10/20,0,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,0,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/11/20,1,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,1,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/12/20,1,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,1,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/13/20,1,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,1,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/14/20,1,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,1,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/15/20,2,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,2,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/16/20,2,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,2,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/17/20,2,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,2,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/18/20,2,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,2,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/19/20,3,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,3,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/20/20,3,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,3,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/21/20,6,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,6,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/22/20,17,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,17,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/23/20,17,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,17,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/24/20,26,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,26,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/25/20,41,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,41,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/26/20,56,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,56,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/27/20,81,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,81,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/28/20,106,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,106,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/29/20,132,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,132,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/30/20,170,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,170,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
1/31/20,213,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,213,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/1/20,259,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,259,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,0,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/2/20,305,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,304,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/3/20,362,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,361,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/4/20,427,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,426,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/5/20,493,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,492,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/6/20,565,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,564,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/7/20,638,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,637,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/8/20,724,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,723,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/9/20,813,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,812,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/10/20,910,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,909,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/11/20,1018,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,1017,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
2/12/20,1115,0,,0,,,,,0,0,0,0,,0,,,0,0,,,,,,,0,,,,0,,0,,,,,,1114,,,,,0,,,0,,0,,,0,0,0,,,,0,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,0,,0,0,,0,,,,,,0,,,,0,,,,0,0,0,,0,,,,,0,,0,,,,,,,,0,0,,,0,,,0,0,0,0,,,,,,1,,,0,0,0,,,,0,,,,,0,,,,,0,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,,
